"Postcode","Age Group","Number of People"
3319,"65_74",46
3319,"75_84",30
3321,"0_4",126
3321,"5_14",230
3321,"15_19",83
3321,"20_24",58
3321,"25_34",167
3321,"35_44",241
3321,"45_54",257
3321,"55_64",179
3321,"65_74",126
3321,"75_84",46
3322,"0_4",8
3322,"5_14",16
3322,"15_19",12
3322,"20_24",7
3322,"25_34",11
3322,"35_44",18
3322,"45_54",19
3322,"55_64",34
3322,"65_74",21
3322,"75_84",26
3323,"0_4",4
3323,"5_14",6
3323,"15_19",3
3323,"20_24",3
3323,"25_34",6
3323,"35_44",11
3323,"45_54",14
3323,"55_64",21
3323,"65_74",17
3323,"75_84",5
3324,"0_4",26
3324,"5_14",49
3324,"15_19",26
3324,"20_24",23
3324,"25_34",43
3324,"35_44",44
3324,"45_54",74
3324,"55_64",97
3324,"65_74",82
3324,"75_84",50
3325,"0_4",33
3325,"5_14",57
3325,"15_19",24
3325,"20_24",15
3325,"25_34",30
3325,"35_44",45
3325,"45_54",56
3325,"55_64",88
3325,"65_74",70
3325,"75_84",48
3328,"0_4",104
3328,"5_14",277
3328,"15_19",116
3328,"20_24",56
3328,"25_34",190
3328,"35_44",254
3328,"45_54",278
3328,"55_64",234
3328,"65_74",156
3328,"75_84",40
3329,"0_4",20
3329,"5_14",41
3329,"15_19",24
3329,"20_24",10
3329,"25_34",31
3329,"35_44",38
3329,"45_54",35
3329,"55_64",38
3329,"65_74",39
3329,"75_84",12
3330,"0_4",11
3330,"5_14",40
3330,"15_19",11
3330,"20_24",6
3330,"25_34",19
3330,"35_44",28
3330,"45_54",30
3330,"55_64",24
3330,"65_74",28
3330,"75_84",18
3331,"0_4",497
3331,"5_14",1029
3331,"15_19",392
3331,"20_24",294
3331,"25_34",721
3331,"35_44",954
3331,"45_54",732
3331,"55_64",617
3331,"65_74",460
3331,"75_84",196
3332,"0_4",71
3332,"5_14",164
3332,"15_19",80
3332,"20_24",54
3332,"25_34",98
3332,"35_44",130
3332,"45_54",154
3332,"55_64",146
3332,"65_74",78
3332,"75_84",38
3333,"0_4",41
3333,"5_14",130
3333,"15_19",53
3333,"20_24",27
3333,"25_34",69
3333,"35_44",116
3333,"45_54",129
3333,"55_64",130
3333,"65_74",99
3333,"75_84",29
3334,"0_4",25
3334,"5_14",74
3334,"15_19",46
3334,"20_24",13
3334,"25_34",35
3334,"35_44",78
3334,"45_54",87
3334,"55_64",100
3334,"65_74",60
3334,"75_84",34
3335,"0_4",538
3335,"5_14",805
3335,"15_19",271
3335,"20_24",369
3335,"25_34",1483
3335,"35_44",962
3335,"45_54",588
3335,"55_64",458
3335,"65_74",290
3335,"75_84",88
3337,"0_4",3061
3337,"5_14",5392
3337,"15_19",2368
3337,"20_24",2483
3337,"25_34",5624
3337,"35_44",5064
3337,"45_54",4418
3337,"55_64",4084
3337,"65_74",2766
3337,"75_84",924
3338,"0_4",2230
3338,"5_14",3415
3338,"15_19",1330
3338,"20_24",1479
3338,"25_34",3936
3338,"35_44",3489
3338,"45_54",2597
3338,"55_64",2390
3338,"65_74",1660
3338,"75_84",616
3340,"0_4",1451
3340,"5_14",2967
3340,"15_19",1386
3340,"20_24",1245
3340,"25_34",2595
3340,"35_44",2885
3340,"45_54",2899
3340,"55_64",2536
3340,"65_74",1998
3340,"75_84",819
3341,"0_4",91
3341,"5_14",222
3341,"15_19",138
3341,"20_24",82
3341,"25_34",144
3341,"35_44",235
3341,"45_54",307
3341,"55_64",219
3341,"65_74",180
3341,"75_84",32
3342,"0_4",194
3342,"5_14",439
3342,"15_19",216
3342,"20_24",140
3342,"25_34",325
3342,"35_44",434
3342,"45_54",570
3342,"55_64",466
3342,"65_74",392
3342,"75_84",189
3345,"0_4",64
3345,"5_14",174
3345,"15_19",66
3345,"20_24",39
3345,"25_34",97
3345,"35_44",158
3345,"45_54",210
3345,"55_64",172
3345,"65_74",132
3345,"75_84",30
3350,"0_4",3776
3350,"5_14",7254
3350,"15_19",3861
3350,"20_24",4725
3350,"25_34",7936
3350,"35_44",7360
3350,"45_54",7525
3350,"55_64",7067
3350,"65_74",5324
3350,"75_84",2959
3351,"0_4",475
3351,"5_14",1200
3351,"15_19",566
3351,"20_24",380
3351,"25_34",738
3351,"35_44",1030
3351,"45_54",1298
3351,"55_64",1271
3351,"65_74",841
3351,"75_84",288
3352,"0_4",990
3352,"5_14",2392
3352,"15_19",1044
3352,"20_24",712
3352,"25_34",1505
3352,"35_44",2169
3352,"45_54",2557
3352,"55_64",2297
3352,"65_74",1658
3352,"75_84",516
3355,"0_4",783
3355,"5_14",1473
3355,"15_19",858
3355,"20_24",868
3355,"25_34",1531
3355,"35_44",1316
3355,"45_54",1556
3355,"55_64",1532
3355,"65_74",1512
3355,"75_84",1098
3356,"0_4",1131
3356,"5_14",1979
3356,"15_19",1048
3356,"20_24",1369
3356,"25_34",2390
3356,"35_44",1859
3356,"45_54",1911
3356,"55_64",1700
3356,"65_74",1577
3356,"75_84",929
3357,"0_4",255
3357,"5_14",596
3357,"15_19",209
3357,"20_24",171
3357,"25_34",286
3357,"35_44",517
3357,"45_54",513
3357,"55_64",531
3357,"65_74",401
3357,"75_84",184
3360,"0_4",29
3360,"5_14",79
3360,"15_19",41
3360,"20_24",20
3360,"25_34",56
3360,"35_44",97
3360,"45_54",105
3360,"55_64",143
3360,"65_74",140
3360,"75_84",49
3361,"0_4",25
3361,"5_14",104
3361,"15_19",39
3361,"20_24",23
3361,"25_34",36
3361,"35_44",68
3361,"45_54",94
3361,"55_64",124
3361,"65_74",87
3361,"75_84",48
3363,"0_4",203
3363,"5_14",399
3363,"15_19",156
3363,"20_24",153
3363,"25_34",351
3363,"35_44",363
3363,"45_54",444
3363,"55_64",513
3363,"65_74",462
3363,"75_84",277
3364,"0_4",94
3364,"5_14",286
3364,"15_19",108
3364,"20_24",77
3364,"25_34",144
3364,"35_44",247
3364,"45_54",338
3364,"55_64",396
3364,"65_74",321
3364,"75_84",109
3370,"0_4",61
3370,"5_14",197
3370,"15_19",105
3370,"20_24",76
3370,"25_34",123
3370,"35_44",184
3370,"45_54",242
3370,"55_64",353
3370,"65_74",248
3370,"75_84",139
3371,"0_4",33
3371,"5_14",84
3371,"15_19",49
3371,"20_24",47
3371,"25_34",56
3371,"35_44",104
3371,"45_54",158
3371,"55_64",243
3371,"65_74",144
3371,"75_84",60
3373,"0_4",124
3373,"5_14",279
3373,"15_19",91
3373,"20_24",78
3373,"25_34",182
3373,"35_44",217
3373,"45_54",295
3373,"55_64",400
3373,"65_74",373
3373,"75_84",166
3374,"0_4",18
3374,"5_14",42
3374,"15_19",25
3374,"20_24",11
3374,"25_34",27
3374,"35_44",57
3374,"45_54",52
3374,"55_64",67
3374,"65_74",74
3374,"75_84",14
3375,"0_4",24
3375,"5_14",29
3375,"15_19",10
3375,"20_24",6
3375,"25_34",11
3375,"35_44",32
3375,"45_54",25
3375,"55_64",35
3375,"65_74",26
3375,"75_84",15
3377,"0_4",440
3377,"5_14",996
3377,"15_19",519
3377,"20_24",480
3377,"25_34",1059
3377,"35_44",1117
3377,"45_54",1338
3377,"55_64",1360
3377,"65_74",1136
3377,"75_84",663
3378,"0_4",16
3378,"5_14",23
3378,"15_19",6
3378,"20_24",3
3378,"25_34",13
3378,"35_44",21
3378,"45_54",28
3378,"55_64",16
3378,"65_74",15
3378,"75_84",6
3379,"0_4",40
3379,"5_14",96
3379,"15_19",30
3379,"20_24",26
3379,"25_34",58
3379,"35_44",86
3379,"45_54",85
3379,"55_64",160
3379,"65_74",121
3379,"75_84",76
3380,"0_4",273
3380,"5_14",623
3380,"15_19",367
3380,"20_24",318
3380,"25_34",618
3380,"35_44",636
3380,"45_54",801
3380,"55_64",892
3380,"65_74",773
3380,"75_84",480
3381,"0_4",50
3381,"5_14",148
3381,"15_19",50
3381,"20_24",41
3381,"25_34",106
3381,"35_44",153
3381,"45_54",196
3381,"55_64",218
3381,"65_74",173
3381,"75_84",59
3384,"0_4",20
3384,"5_14",53
3384,"15_19",33
3384,"20_24",27
3384,"25_34",24
3384,"35_44",38
3384,"45_54",105
3384,"55_64",111
3384,"65_74",92
3384,"75_84",40
3385,"0_4",18
3385,"5_14",56
3385,"15_19",25
3385,"20_24",19
3385,"25_34",44
3385,"35_44",52
3385,"45_54",88
3385,"55_64",109
3385,"65_74",61
3385,"75_84",30
3387,"0_4",23
3387,"5_14",37
3387,"15_19",13
3387,"20_24",8
3387,"25_34",27
3387,"35_44",37
3387,"45_54",53
3387,"55_64",66
3387,"65_74",38
3387,"75_84",11
3388,"0_4",22
3388,"5_14",61
3388,"15_19",33
3388,"20_24",27
3388,"25_34",43
3388,"35_44",48
3388,"45_54",82
3388,"55_64",89
3388,"65_74",71
3388,"75_84",51
3390,"0_4",35
3390,"5_14",120
3390,"15_19",58
3390,"20_24",39
3390,"25_34",83
3390,"35_44",83
3390,"45_54",123
3390,"55_64",142
3390,"65_74",123
3390,"75_84",76
3391,"0_4",7
3391,"5_14",20
3391,"15_19",11
3391,"20_24",8
3391,"25_34",10
3391,"35_44",15
3391,"45_54",27
3391,"55_64",32
3391,"65_74",26
3391,"75_84",10
3392,"0_4",18
3392,"5_14",58
3392,"15_19",23
3392,"20_24",23
3392,"25_34",23
3392,"35_44",53
3392,"45_54",77
3392,"55_64",109
3392,"65_74",97
3392,"75_84",53
3393,"0_4",122
3393,"5_14",324
3393,"15_19",142
3393,"20_24",124
3393,"25_34",252
3393,"35_44",236
3393,"45_54",370
3393,"55_64",405
3393,"65_74",347
3393,"75_84",231
3395,"0_4",16
3395,"5_14",25
3395,"15_19",22
3395,"20_24",10
3395,"25_34",42
3395,"35_44",23
3395,"45_54",61
3395,"55_64",71
3395,"65_74",46
3395,"75_84",38
3396,"0_4",37
3396,"5_14",64
3396,"15_19",41
3396,"20_24",26
3396,"25_34",64
3396,"35_44",58
3396,"45_54",96
3396,"55_64",124
3396,"65_74",103
3396,"75_84",71
3400,"0_4",957
3400,"5_14",1744
3400,"15_19",820
3400,"20_24",910
3400,"25_34",1886
3400,"35_44",1562
3400,"45_54",1662
3400,"55_64",1862
3400,"65_74",1523
3400,"75_84",1100
3401,"0_4",241
3401,"5_14",688
3401,"15_19",336
3401,"20_24",174
3401,"25_34",355
3401,"35_44",545
3401,"45_54",747
3401,"55_64",674
3401,"65_74",432
3401,"75_84",169
3407,"0_4",16
3407,"5_14",55
3407,"15_19",21
3407,"20_24",14
3407,"25_34",32
3407,"35_44",36
3407,"45_54",73
3407,"55_64",79
3407,"65_74",60
3407,"75_84",30
3409,"0_4",55
3409,"5_14",108
3409,"15_19",36
3409,"20_24",34
3409,"25_34",74
3409,"35_44",107
3409,"45_54",145
3409,"55_64",169
3409,"65_74",92
3409,"75_84",64
3412,"0_4",20
3412,"5_14",21
3412,"15_19",28
3412,"20_24",7
3412,"25_34",28
3412,"35_44",17
3412,"45_54",50
3412,"55_64",37
3412,"65_74",46
3412,"75_84",34
3413,"0_4",12
3413,"5_14",34
3413,"15_19",12
3413,"20_24",8
3413,"25_34",14
3413,"35_44",35
3413,"45_54",36
3413,"55_64",29
3413,"65_74",19
3413,"75_84",18
3414,"0_4",76
3414,"5_14",182
3414,"15_19",106
3414,"20_24",75
3414,"25_34",132
3414,"35_44",178
3414,"45_54",257
3414,"55_64",335
3414,"65_74",251
3414,"75_84",149
3415,"0_4",0
3415,"5_14",7
3415,"15_19",3
3415,"20_24",4
3415,"25_34",0
3415,"35_44",3
3415,"45_54",8
3415,"55_64",8
3415,"65_74",0
3415,"75_84",0
3418,"0_4",137
3418,"5_14",305
3418,"15_19",172
3418,"20_24",135
3418,"25_34",274
3418,"35_44",242
3418,"45_54",389
3418,"55_64",417
3418,"65_74",325
3418,"75_84",235
3419,"0_4",38
3419,"5_14",89
3419,"15_19",55
3419,"20_24",29
3419,"25_34",79
3419,"35_44",63
3419,"45_54",119
3419,"55_64",117
3419,"65_74",112
3419,"75_84",64
3420,"0_4",17
3420,"5_14",51
3420,"15_19",9
3420,"20_24",8
3420,"25_34",42
3420,"35_44",34
3420,"45_54",36
3420,"55_64",40
3420,"65_74",20
3420,"75_84",12
3423,"0_4",24
3423,"5_14",42
3423,"15_19",25
3423,"20_24",8
3423,"25_34",38
3423,"35_44",42
3423,"45_54",72
3423,"55_64",94
3423,"65_74",71
3423,"75_84",39
3424,"0_4",38
3424,"5_14",94
3424,"15_19",35
3424,"20_24",34
3424,"25_34",55
3424,"35_44",73
3424,"45_54",97
3424,"55_64",123
3424,"65_74",129
3424,"75_84",64
3427,"0_4",173
3427,"5_14",298
3427,"15_19",135
3427,"20_24",221
3427,"25_34",466
3427,"35_44",331
3427,"45_54",386
3427,"55_64",404
3427,"65_74",238
3427,"75_84",87
3428,"0_4",23
3428,"5_14",87
3428,"15_19",35
3428,"20_24",39
3428,"25_34",61
3428,"35_44",81
3428,"45_54",112
3428,"55_64",104
3428,"65_74",103
3428,"75_84",29
3429,"0_4",2457
3429,"5_14",4743
3429,"15_19",2516
3429,"20_24",2453
3429,"25_34",4644
3429,"35_44",4898
3429,"45_54",5255
3429,"55_64",4472
3429,"65_74",2855
3429,"75_84",1398
3430,"0_4",8
3430,"5_14",49
3430,"15_19",26
3430,"20_24",31
3430,"25_34",15
3430,"35_44",37
3430,"45_54",63
3430,"55_64",38
3430,"65_74",36
3430,"75_84",24
3431,"0_4",207
3431,"5_14",601
3431,"15_19",270
3431,"20_24",216
3431,"25_34",348
3431,"35_44",515
3431,"45_54",685
3431,"55_64",564
3431,"65_74",375
3431,"75_84",123
3432,"0_4",6
3432,"5_14",34
3432,"15_19",10
3432,"20_24",5
3432,"25_34",10
3432,"35_44",24
3432,"45_54",41
3432,"55_64",33
3432,"65_74",27
3432,"75_84",10
3433,"0_4",11
3433,"5_14",37
3433,"15_19",18
3433,"20_24",14
3433,"25_34",21
3433,"35_44",34
3433,"45_54",39
3433,"55_64",16
3433,"65_74",26
3433,"75_84",4
3434,"0_4",346
3434,"5_14",701
3434,"15_19",355
3434,"20_24",261
3434,"25_34",482
3434,"35_44",665
3434,"45_54",814
3434,"55_64",682
3434,"65_74",506
3434,"75_84",197
3435,"0_4",175
3435,"5_14",404
3435,"15_19",167
3435,"20_24",113
3435,"25_34",261
3435,"35_44",378
3435,"45_54",427
3435,"55_64",493
3435,"65_74",322
3435,"75_84",107
3437,"0_4",758
3437,"5_14",1563
3437,"15_19",696
3437,"20_24",514
3437,"25_34",1002
3437,"35_44",1495
3437,"45_54",1547
3437,"55_64",1274
3437,"65_74",1026
3437,"75_84",400
3438,"0_4",175
3438,"5_14",402
3438,"15_19",168
3438,"20_24",122
3438,"25_34",201
3438,"35_44",362
3438,"45_54",377
3438,"55_64",213
3438,"65_74",224
3438,"75_84",93
3440,"0_4",118
3440,"5_14",326
3440,"15_19",138
3440,"20_24",74
3440,"25_34",139
3440,"35_44",285
3440,"45_54",295
3440,"55_64",326
3440,"65_74",234
3440,"75_84",80
3441,"0_4",69
3441,"5_14",198
3441,"15_19",62
3441,"20_24",44
3441,"25_34",94
3441,"35_44",162
3441,"45_54",226
3441,"55_64",220
3441,"65_74",186
3441,"75_84",63
3442,"0_4",434
3442,"5_14",1113
3442,"15_19",455
3442,"20_24",310
3442,"25_34",510
3442,"35_44",1054
3442,"45_54",1211
3442,"55_64",1085
3442,"65_74",850
3442,"75_84",314
3444,"0_4",540
3444,"5_14",1053
3444,"15_19",501
3444,"20_24",371
3444,"25_34",786
3444,"35_44",1174
3444,"45_54",1362
3444,"55_64",1301
3444,"65_74",1214
3444,"75_84",598
3446,"0_4",42
3446,"5_14",112
3446,"15_19",86
3446,"20_24",55
3446,"25_34",80
3446,"35_44",130
3446,"45_54",157
3446,"55_64",179
3446,"65_74",122
3446,"75_84",47
3447,"0_4",13
3447,"5_14",53
3447,"15_19",28
3447,"20_24",14
3447,"25_34",26
3447,"35_44",55
3447,"45_54",82
3447,"55_64",100
3447,"65_74",49
3447,"75_84",19
3448,"0_4",36
3448,"5_14",85
3448,"15_19",39
3448,"20_24",36
3448,"25_34",36
3448,"35_44",109
3448,"45_54",140
3448,"55_64",190
3448,"65_74",143
3448,"75_84",36
3450,"0_4",333
3450,"5_14",728
3450,"15_19",299
3450,"20_24",233
3450,"25_34",522
3450,"35_44",736
3450,"45_54",940
3450,"55_64",1070
3450,"65_74",959
3450,"75_84",658
3451,"0_4",254
3451,"5_14",608
3451,"15_19",312
3451,"20_24",273
3451,"25_34",656
3451,"35_44",773
3451,"45_54",896
3451,"55_64",882
3451,"65_74",674
3451,"75_84",276
3453,"0_4",85
3453,"5_14",221
3453,"15_19",107
3453,"20_24",65
3453,"25_34",125
3453,"35_44",192
3453,"45_54",286
3453,"55_64",308
3453,"65_74",215
3453,"75_84",92
3458,"0_4",80
3458,"5_14",188
3458,"15_19",82
3458,"20_24",66
3458,"25_34",109
3458,"35_44",228
3458,"45_54",292
3458,"55_64",356
3458,"65_74",354
3458,"75_84",138
3460,"0_4",94
3460,"5_14",229
3460,"15_19",103
3460,"20_24",78
3460,"25_34",192
3460,"35_44",256
3460,"45_54",395
3460,"55_64",496
3460,"65_74",386
3460,"75_84",203
3461,"0_4",201
3461,"5_14",497
3461,"15_19",160
3461,"20_24",120
3461,"25_34",260
3461,"35_44",528
3461,"45_54",683
3461,"55_64",824
3461,"65_74",596
3461,"75_84",206
3462,"0_4",52
3462,"5_14",138
3462,"15_19",73
3462,"20_24",42
3462,"25_34",68
3462,"35_44",120
3462,"45_54",178
3462,"55_64",225
3462,"65_74",182
3462,"75_84",83
3463,"0_4",73
3463,"5_14",214
3463,"15_19",99
3463,"20_24",70
3463,"25_34",141
3463,"35_44",216
3463,"45_54",374
3463,"55_64",521
3463,"65_74",450
3463,"75_84",192
3464,"0_4",69
3464,"5_14",162
3464,"15_19",78
3464,"20_24",61
3464,"25_34",84
3464,"35_44",112
3464,"45_54",156
3464,"55_64",189
3464,"65_74",126
3464,"75_84",54
3465,"0_4",462
3465,"5_14",1081
3465,"15_19",527
3465,"20_24",479
3465,"25_34",799
3465,"35_44",962
3465,"45_54",1240
3465,"55_64",1395
3465,"65_74",1538
3465,"75_84",929
3467,"0_4",54
3467,"5_14",148
3467,"15_19",44
3467,"20_24",41
3467,"25_34",96
3467,"35_44",128
3467,"45_54",119
3467,"55_64",207
3467,"65_74",213
3467,"75_84",118
3468,"0_4",9
3468,"5_14",29
3468,"15_19",19
3468,"20_24",11
3468,"25_34",22
3468,"35_44",19
3468,"45_54",45
3468,"55_64",54
3468,"65_74",58
3468,"75_84",14
3469,"0_4",3
3469,"5_14",27
3469,"15_19",16
3469,"20_24",3
3469,"25_34",5
3469,"35_44",30
3469,"45_54",43
3469,"55_64",59
3469,"65_74",53
3469,"75_84",24
3472,"0_4",46
3472,"5_14",141
3472,"15_19",62
3472,"20_24",43
3472,"25_34",92
3472,"35_44",104
3472,"45_54",243
3472,"55_64",279
3472,"65_74",296
3472,"75_84",147
3475,"0_4",23
3475,"5_14",25
3475,"15_19",7
3475,"20_24",7
3475,"25_34",25
3475,"35_44",26
3475,"45_54",42
3475,"55_64",78
3475,"65_74",78
3475,"75_84",18
3477,"0_4",35
3477,"5_14",82
3477,"15_19",50
3477,"20_24",23
3477,"25_34",52
3477,"35_44",67
3477,"45_54",151
3477,"55_64",179
3477,"65_74",153
3477,"75_84",33
3478,"0_4",95
3478,"5_14",228
3478,"15_19",125
3478,"20_24",98
3478,"25_34",196
3478,"35_44",219
3478,"45_54",320
3478,"55_64",397
3478,"65_74",418
3478,"75_84",242
3480,"0_4",74
3480,"5_14",238
3480,"15_19",113
3480,"20_24",65
3480,"25_34",124
3480,"35_44",173
3480,"45_54",232
3480,"55_64",297
3480,"65_74",252
3480,"75_84",179
3482,"0_4",3
3482,"5_14",19
3482,"15_19",12
3482,"20_24",6
3482,"25_34",16
3482,"35_44",13
3482,"45_54",28
3482,"55_64",17
3482,"65_74",39
3482,"75_84",18
3483,"0_4",44
3483,"5_14",117
3483,"15_19",58
3483,"20_24",34
3483,"25_34",90
3483,"35_44",80
3483,"45_54",120
3483,"55_64",110
3483,"65_74",131
3483,"75_84",72
3485,"0_4",8
3485,"5_14",27
3485,"15_19",19
3485,"20_24",9
3485,"25_34",13
3485,"35_44",28
3485,"45_54",41
3485,"55_64",61
3485,"65_74",52
3485,"75_84",29
3487,"0_4",9
3487,"5_14",15
3487,"15_19",3
3487,"20_24",8
3487,"25_34",7
3487,"35_44",9
3487,"45_54",16
3487,"55_64",15
3487,"65_74",9
3487,"75_84",3
3488,"0_4",5
3488,"5_14",20
3488,"15_19",11
3488,"20_24",0
3488,"25_34",10
3488,"35_44",4
3488,"45_54",21
3488,"55_64",23
3488,"65_74",10
3488,"75_84",8
3489,"0_4",3
3489,"5_14",3
3489,"15_19",0
3489,"20_24",0
3489,"25_34",9
3489,"35_44",0
3489,"45_54",9
3489,"55_64",16
3489,"65_74",15
3489,"75_84",0
3490,"0_4",50
3490,"5_14",131
3490,"15_19",61
3490,"20_24",54
3490,"25_34",94
3490,"35_44",116
3490,"45_54",168
3490,"55_64",234
3490,"65_74",194
3490,"75_84",108
3491,"0_4",5
3491,"5_14",26
3491,"15_19",6
3491,"20_24",10
3491,"25_34",8
3491,"35_44",6
3491,"45_54",20
3491,"55_64",19
3491,"65_74",20
3491,"75_84",10
3494,"0_4",36
3494,"5_14",64
3494,"15_19",38
3494,"20_24",53
3494,"25_34",97
3494,"35_44",76
3494,"45_54",112
3494,"55_64",123
3494,"65_74",50
3494,"75_84",7
3496,"0_4",385
3496,"5_14",819
3496,"15_19",424
3496,"20_24",299
3496,"25_34",682
3496,"35_44",685
3496,"45_54",877
3496,"55_64",941
3496,"65_74",628
3496,"75_84",328
3498,"0_4",290
3498,"5_14",772
3498,"15_19",408
3498,"20_24",271
3498,"25_34",510
3498,"35_44",619
3498,"45_54",820
3498,"55_64",723
3498,"65_74",535
3498,"75_84",280
3500,"0_4",2132
3500,"5_14",4014
3500,"15_19",2060
3500,"20_24",2112
3500,"25_34",4474
3500,"35_44",3777
3500,"45_54",3958
3500,"55_64",3951
3500,"65_74",3318
3500,"75_84",2039
3501,"0_4",124
3501,"5_14",318
3501,"15_19",148
3501,"20_24",90
3501,"25_34",159
3501,"35_44",256
3501,"45_54",307
3501,"55_64",292
3501,"65_74",152
3501,"75_84",71
3505,"0_4",295
3505,"5_14",631
3505,"15_19",330
3505,"20_24",255
3505,"25_34",452
3505,"35_44",539
3505,"45_54",723
3505,"55_64",686
3505,"65_74",510
3505,"75_84",273
3506,"0_4",0
3506,"5_14",0
3506,"15_19",5
3506,"20_24",3
3506,"25_34",3
3506,"35_44",0
3506,"45_54",9
3506,"55_64",3
3506,"65_74",4
3506,"75_84",4
3507,"0_4",9
3507,"5_14",25
3507,"15_19",8
3507,"20_24",7
3507,"25_34",11
3507,"35_44",15
3507,"45_54",18
3507,"55_64",28
3507,"65_74",30
3507,"75_84",7
3509,"0_4",19
3509,"5_14",21
3509,"15_19",9
3509,"20_24",4
3509,"25_34",19
3509,"35_44",35
3509,"45_54",26
3509,"55_64",45
3509,"65_74",25
3509,"75_84",19
3512,"0_4",20
3512,"5_14",57
3512,"15_19",15
3512,"20_24",9
3512,"25_34",27
3512,"35_44",43
3512,"45_54",52
3512,"55_64",73
3512,"65_74",43
3512,"75_84",25
3515,"0_4",191
3515,"5_14",298
3515,"15_19",100
3515,"20_24",103
3515,"25_34",333
3515,"35_44",234
3515,"45_54",243
3515,"55_64",236
3515,"65_74",160
3515,"75_84",52
3516,"0_4",33
3516,"5_14",86
3516,"15_19",53
3516,"20_24",23
3516,"25_34",52
3516,"35_44",82
3516,"45_54",97
3516,"55_64",117
3516,"65_74",85
3516,"75_84",45
3517,"0_4",59
3517,"5_14",168
3517,"15_19",70
3517,"20_24",50
3517,"25_34",99
3517,"35_44",141
3517,"45_54",198
3517,"55_64",240
3517,"65_74",200
3517,"75_84",137
3518,"0_4",48
3518,"5_14",126
3518,"15_19",88
3518,"20_24",56
3518,"25_34",57
3518,"35_44",92
3518,"45_54",201
3518,"55_64",250
3518,"65_74",223
3518,"75_84",123
3520,"0_4",3
3520,"5_14",20
3520,"15_19",3
3520,"20_24",4
3520,"25_34",9
3520,"35_44",11
3520,"45_54",29
3520,"55_64",42
3520,"65_74",37
3520,"75_84",15
3521,"0_4",52
3521,"5_14",90
3521,"15_19",51
3521,"20_24",25
3521,"25_34",49
3521,"35_44",90
3521,"45_54",119
3521,"55_64",93
3521,"65_74",58
3521,"75_84",29
3522,"0_4",24
3522,"5_14",27
3522,"15_19",17
3522,"20_24",9
3522,"25_34",27
3522,"35_44",41
3522,"45_54",53
3522,"55_64",76
3522,"65_74",53
3522,"75_84",7
3523,"0_4",127
3523,"5_14",328
3523,"15_19",144
3523,"20_24",115
3523,"25_34",221
3523,"35_44",336
3523,"45_54",507
3523,"55_64",702
3523,"65_74",666
3523,"75_84",372
3525,"0_4",57
3525,"5_14",128
3525,"15_19",57
3525,"20_24",35
3525,"25_34",83
3525,"35_44",107
3525,"45_54",198
3525,"55_64",252
3525,"65_74",181
3525,"75_84",135
3527,"0_4",19
3527,"5_14",80
3527,"15_19",37
3527,"20_24",23
3527,"25_34",58
3527,"35_44",62
3527,"45_54",109
3527,"55_64",147
3527,"65_74",108
3527,"75_84",88
3529,"0_4",7
3529,"5_14",25
3529,"15_19",12
3529,"20_24",3
3529,"25_34",10
3529,"35_44",6
3529,"45_54",18
3529,"55_64",25
3529,"65_74",11
3529,"75_84",3
3530,"0_4",3
3530,"5_14",18
3530,"15_19",9
3530,"20_24",3
3530,"25_34",9
3530,"35_44",9
3530,"45_54",15
3530,"55_64",32
3530,"65_74",13
3530,"75_84",8
3531,"0_4",12
3531,"5_14",25
3531,"15_19",10
3531,"20_24",10
3531,"25_34",21
3531,"35_44",13
3531,"45_54",34
3531,"55_64",25
3531,"65_74",11
3531,"75_84",18
3533,"0_4",30
3533,"5_14",98
3533,"15_19",33
3533,"20_24",20
3533,"25_34",71
3533,"35_44",72
3533,"45_54",110
3533,"55_64",132
3533,"65_74",98
3533,"75_84",64
3537,"0_4",48
3537,"5_14",129
3537,"15_19",50
3537,"20_24",20
3537,"25_34",75
3537,"35_44",105
3537,"45_54",113
3537,"55_64",168
3537,"65_74",162
3537,"75_84",92
3540,"0_4",5
3540,"5_14",26
3540,"15_19",15
3540,"20_24",4
3540,"25_34",11
3540,"35_44",24
3540,"45_54",55
3540,"55_64",50
3540,"65_74",67
3540,"75_84",22
3542,"0_4",7
3542,"5_14",21
3542,"15_19",15
3542,"20_24",6
3542,"25_34",4
3542,"35_44",17
3542,"45_54",20
3542,"55_64",39
3542,"65_74",17
3542,"75_84",14
3544,"0_4",12
3544,"5_14",32
3544,"15_19",17
3544,"20_24",7
3544,"25_34",23
3544,"35_44",22
3544,"45_54",41
3544,"55_64",43
3544,"65_74",27
3544,"75_84",12
3546,"0_4",21
3546,"5_14",46
3546,"15_19",21
3546,"20_24",12
3546,"25_34",32
3546,"35_44",26
3546,"45_54",62
3546,"55_64",64
3546,"65_74",50
3546,"75_84",34
3549,"0_4",248
3549,"5_14",491
3549,"15_19",187
3549,"20_24",217
3549,"25_34",544
3549,"35_44",393
3549,"45_54",435
3549,"55_64",506
3549,"65_74",303
3549,"75_84",147
3550,"0_4",2169
3550,"5_14",4550
3550,"15_19",2632
3550,"20_24",3568
3550,"25_34",5180
3550,"35_44",4459
3550,"45_54",4962
3550,"55_64",4976
3550,"65_74",3893
3550,"75_84",2493
3551,"0_4",2300
3551,"5_14",4729
3551,"15_19",2148
3551,"20_24",1441
3551,"25_34",3408
3551,"35_44",4063
3551,"45_54",4185
3551,"55_64",3703
3551,"65_74",2463
3551,"75_84",895
3555,"0_4",1252
3555,"5_14",2192
